timestamp,channel,message_id,views,forwards,reactions,sentiment_compound,sentiment_positive,sentiment_negative,sentiment_neutral,message_length
2025-11-22 11:05:03+00:00,@cointelegraph,65641,12092,34,116,-0.128,0.094,0.118,0.788,104
2025-11-22 11:02:22+00:00,@cointelegraph,65640,12348,42,60,0.0,0.0,0.0,1.0,160
2025-11-22 09:29:56+00:00,@cointelegraph,65639,12893,70,131,0.0,0.0,0.0,1.0,82
2025-11-22 07:29:56+00:00,@cointelegraph,65638,13638,43,104,0.0,0.0,0.0,1.0,87
2025-11-22 06:29:56+00:00,@cointelegraph,65637,15215,76,87,0.4824,0.252,0.109,0.638,98
2025-11-22 05:29:56+00:00,@cointelegraph,65636,14936,79,97,-0.6249,0.0,0.204,0.796,76
2025-11-22 04:26:08+00:00,@cointelegraph,65634,16038,90,0,0.0,0.0,0.0,1.0,0
2025-11-22 04:26:08+00:00,@cointelegraph,65633,16166,92,230,-0.4404,0.0,0.069,0.931,229
2025-11-21 14:32:44+00:00,@cointelegraph,65632,25746,109,201,-0.1779,0.076,0.128,0.795,168
2025-11-21 13:06:08+00:00,@cointelegraph,65631,16274,35,75,0.9571,0.28,0.046,0.674,412
2025-11-21 12:08:28+00:00,@cointelegraph,65630,16825,102,118,-0.7096,0.0,0.204,0.796,132
2025-11-21 11:01:59+00:00,@cointelegraph,65629,15649,67,100,0.0,0.0,0.0,1.0,120
2025-11-21 08:36:23+00:00,@cointelegraph,65628,16741,101,92,0.0,0.0,0.0,1.0,180
2025-11-21 08:06:35+00:00,@cointelegraph,65627,13422,19,50,0.0,0.0,0.0,1.0,62
2025-11-21 07:04:31+00:00,@cointelegraph,65626,15622,52,0,0.0,0.0,0.0,1.0,0
2025-11-21 07:04:31+00:00,@cointelegraph,65625,16299,51,0,0.0,0.0,0.0,1.0,0
2025-11-21 07:04:30+00:00,@cointelegraph,65624,14172,52,69,0.0,0.0,0.0,1.0,194
2025-11-21 04:14:09+00:00,@cointelegraph,65623,14011,35,0,0.0,0.0,0.0,1.0,0
2025-11-21 04:14:09+00:00,@cointelegraph,65622,14551,38,86,0.0,0.0,0.0,1.0,109
2025-11-21 03:59:56+00:00,@cointelegraph,65621,13471,48,62,0.0,0.0,0.0,1.0,220
2025-11-21 02:29:58+00:00,@cointelegraph,65620,12490,42,65,-0.4588,0.049,0.126,0.825,196
2025-11-20 23:59:57+00:00,@cointelegraph,65619,12058,35,0,0.0,0.0,0.0,1.0,0
2025-11-20 23:59:56+00:00,@cointelegraph,65618,12695,36,100,-0.4939,0.0,0.127,0.873,195
2025-11-20 22:59:56+00:00,@cointelegraph,65617,12668,29,59,-0.4939,0.0,0.087,0.913,232
2025-11-20 21:59:57+00:00,@cointelegraph,65616,19876,50,0,0.0,0.0,0.0,1.0,0
2025-11-20 21:59:56+00:00,@cointelegraph,65615,20557,50,54,-0.1027,0.0,0.046,0.954,172
2025-11-20 20:59:57+00:00,@cointelegraph,65614,12461,36,0,0.0,0.0,0.0,1.0,0
2025-11-20 20:59:57+00:00,@cointelegraph,65613,13072,39,67,-0.34,0.0,0.098,0.902,129
2025-11-20 19:59:57+00:00,@cointelegraph,65612,13528,31,0,0.0,0.0,0.0,1.0,0
2025-11-20 19:59:56+00:00,@cointelegraph,65611,14112,33,54,0.0,0.0,0.0,1.0,172
2025-11-20 18:59:57+00:00,@cointelegraph,65610,18229,85,0,0.0,0.0,0.0,1.0,0
2025-11-20 18:59:56+00:00,@cointelegraph,65609,18710,86,98,0.0,0.0,0.0,1.0,197
2025-11-20 16:29:56+00:00,@cointelegraph,65608,15870,61,118,0.4466,0.109,0.0,0.891,128
2025-11-20 14:08:29+00:00,@cointelegraph,65607,17304,83,77,0.0,0.0,0.0,1.0,298
2025-11-20 12:30:43+00:00,@cointelegraph,65606,14002,26,97,-0.4335,0.085,0.226,0.688,101
2025-11-20 11:02:32+00:00,@cointelegraph,65605,13621,67,0,0.0,0.0,0.0,1.0,0
2025-11-20 11:02:31+00:00,@cointelegraph,65604,14181,68,133,0.3612,0.102,0.0,0.898,126
2025-11-20 10:16:17+00:00,@cointelegraph,65603,14450,60,99,0.0,0.0,0.0,1.0,94
2025-11-20 08:18:22+00:00,@cointelegraph,65601,14432,67,132,-0.7096,0.0,0.282,0.718,66
2025-11-20 07:36:08+00:00,@cointelegraph,65600,13714,43,0,0.0,0.0,0.0,1.0,0
2025-11-20 07:36:08+00:00,@cointelegraph,65599,14713,42,0,0.0,0.0,0.0,1.0,0
2025-11-20 07:36:07+00:00,@cointelegraph,65598,13449,43,76,0.0,0.0,0.0,1.0,182
2025-11-20 06:04:24+00:00,@cointelegraph,65597,13428,52,96,0.34,0.094,0.0,0.906,141
2025-11-20 01:29:56+00:00,@cointelegraph,65596,14324,100,115,0.4466,0.077,0.0,0.923,214
2025-11-20 00:29:57+00:00,@cointelegraph,65595,13204,39,0,0.0,0.0,0.0,1.0,0
2025-11-20 00:29:56+00:00,@cointelegraph,65594,13626,42,42,-0.5574,0.0,0.129,0.871,168
2025-11-19 22:59:56+00:00,@cointelegraph,65593,13299,43,55,0.4466,0.113,0.0,0.887,121
2025-11-19 22:29:57+00:00,@cointelegraph,65592,12817,41,0,0.0,0.0,0.0,1.0,0
2025-11-19 22:29:56+00:00,@cointelegraph,65591,13090,41,54,0.4019,0.217,0.142,0.641,174
2025-11-19 21:29:56+00:00,@cointelegraph,65590,13499,32,89,0.2263,0.076,0.055,0.87,254
2025-11-19 19:59:57+00:00,@cointelegraph,65589,13014,51,0,0.0,0.0,0.0,1.0,0
2025-11-19 19:59:56+00:00,@cointelegraph,65588,13540,51,117,0.0,0.0,0.0,1.0,204
